SK_ID_CURR,TARGET
100001,0.08049196069468596
100005,0.09698181682332739
100013,0.052677994964362984
100028,0.041037566006563414
100038,0.10615831390026216
100042,0.04628910122065728
100057,0.045589544946150105
100065,0.0766473678013792
100066,0.04771676865084548
100067,0.10358121527018514
100074,0.0903321877602476
100090,0.06600787312427055
100091,0.12121847584182008
100092,0.0971488383197914
100106,0.08980924901295013
100107,0.12429178397817721
100109,0.09004093352573753
100117,0.06764687485374175
100128,0.0636927153535629
100141,0.08139606893852676
100150,0.058084535775524054
100168,0.03508014565666994
100169,0.07650338866793084
100170,0.058059578881927615
100171,0.0742511376111609
100172,0.11671409323899536
100184,0.07640280385520136
100187,0.06332753101499833
100212,0.10320684750518805
100222,0.10329292268201826
100223,0.05107763402413273
100232,0.054713363555773976
100241,0.163665797230712
100245,0.05546213120709111
100253,0.03984714222355521
100256,0.10076163018017209
100271,0.05556278554014403
100278,0.16117130400042476
100280,0.0553631437806825
100306,0.14160344075540834
100311,0.13957256117349048
100312,0.05759163217736919
100330,0.10039684059903035
100331,0.056942033638802576
100352,0.10526167950163787
100358,0.08898103424195637
100367,0.061713238604050764
100382,0.12247591798738477
100384,0.08472624763053814
100385,0.10437823956132102
100386,0.0653647732444083
100399,0.038641350853692503
100404,0.08870974308606988
100416,0.04038919487955317
100422,0.10580358161902689
100426,0.05179723198203816
100438,0.06553907502895932
100444,0.12878827076724972
100445,0.10627688240129084
100446,0.11374572581054468
100447,0.06699233203004504
100450,0.06538670685444212
100466,0.05292841350851874
100483,0.04984496002056362
100484,0.04011740023509808
100494,0.08067151084984632
100510,0.12488253699779707
100512,0.053301009931331265
100517,0.05434398360879614
100548,0.046417989964441714
100551,0.05220794793229857
100552,0.09685945000207281
100553,0.050370501069101764
100561,0.1183741566954319
100568,0.20491684162153725
100569,0.04805759980013736
100591,0.08671491744999243
100592,0.04020663613575656
100602,0.09872827028029636
100607,0.06366654178521952
100613,0.0825686364877419
100617,0.12091355159292139
100618,0.10671864148506194
100622,0.10328375251794862
100625,0.11146184852687208
100677,0.13210550587395015
100699,0.06448298688946213
100702,0.2541611124778842
100711,0.06962967748786025
100729,0.12182119331593555
100740,0.14034680536236818
100744,0.11416536145606783
100745,0.07639426106379144
100747,0.09043249987656549
100751,0.18339157568395628
100752,0.07350111905399383
100753,0.16257668038381948
100754,0.11673702822211
100760,0.06937599043570584
100762,0.09927942520726168
100763,0.09413536273676808
100765,0.056810964143928215
100770,0.10982398038000932
100772,0.05238411047608962
100777,0.04881590532549485
100791,0.053735813488169824
100792,0.046688321562640134
100797,0.05628756931976666
100823,0.0815608681741984
100826,0.07914816061445491
100830,0.05689142636049599
100836,0.17061171836339548
100872,0.10944917513207156
100910,0.08616775324452856
100913,0.11181789375509785
100918,0.08351096605724423
100931,0.03624437749329431
100952,0.07578803808188134
100953,0.0658293287226947
100965,0.15569231752970578
100970,0.0589786541933836
100982,0.12923726161414667
100983,0.14783558401735905
100984,0.05395135306230291
100987,0.08465002399544444
100997,0.06487037291545167
100998,0.13469121416570118
101002,0.1169980399145994
101005,0.15598028469815797
101008,0.12807000430660853
101020,0.08012616332024089
101021,0.09035355713188384
101024,0.0889209377324777
101025,0.13443510471156597
101026,0.0752974717588757
101031,0.06561395900005017
101041,0.04548923210441005
101051,0.04064416480521109
101055,0.09106464569783795
101056,0.21315721834121612
101057,0.09125371148853378
101064,0.07082280938188378
101079,0.09999268202785144
101087,0.05650473073939684
101090,0.05420998799281774
101092,0.06688690618411225
101097,0.09337566084576958
101099,0.0570356758385382
101107,0.10757862604790348
101118,0.07648810584241267
101125,0.06324347079024713
101126,0.04723186897167297
101128,0.07622261810743246
101136,0.12892267824981224
101140,0.1324495207481006
101149,0.0929642939134407
101160,0.06604714299977107
101169,0.1249493317771239
101181,0.043662442602338467
101186,0.05650245038040201
101190,0.09547009809334801
101193,0.11778146573051249
101194,0.1269648431369704
101198,0.09707897068269127
101200,0.038159327557046166
101204,0.08114352005844311
101211,0.07462540247087107
101213,0.09055623046641191
101223,0.09210964959501253
101225,0.11590712846198457
101237,0.06830498063657693
101243,0.09162295420410166
101244,0.1582265375906446
101258,0.06221016927843906
101259,0.1364920927143339
101268,0.09337350112196209
101269,0.05942980445696893
101271,0.11226788910125059
101279,0.05346071945078874
101281,0.09891598118792409
101287,0.06442126054687967
101292,0.06060200239832653
101294,0.07014420631411214
101296,0.06489054288523056
101297,0.0672564443453972
101299,0.08446593582681013
101301,0.08106852958303376
101305,0.11676859300708786
101308,0.09595684367725114
101318,0.05212748454250863
101327,0.18589868101919813
101329,0.06490748533496922
101332,0.06698325582624082
101337,0.06143168312877225
101343,0.03760128365830914
101345,0.0519293781432931
101346,0.051214580665932576
101353,0.06109993470308593
101354,0.12414488787715947
101355,0.16447471288414506
101356,0.06154078972007202
101362,0.0837971070868461
101363,0.1675761439784763
101365,0.04783941796442867
101366,0.09009798257207333
101367,0.14751866519749432
101368,0.033707483652724066
101374,0.10607206168786484
101380,0.057031895733806064
101383,0.058906022768246774
101398,0.05973018615048112
101399,0.1458740510894449
101401,0.1127991611882738
101412,0.10406685754755016
101426,0.0860741047480842
101427,0.23608590924685882
101428,0.11792255544185691
101429,0.10941165237022345
101434,0.06606838096006079
101440,0.09643677108961984
101448,0.06411475988728403
101449,0.08491183206338924
101465,0.058044482869828176
101467,0.07779277113616721
101472,0.1177034094257906
101478,0.10052169255413577
101497,0.0608538289860378
101504,0.09138518240950676
101547,0.06018022810512027
101548,0.08302695273514481
101555,0.09759814003221205
101570,0.06445146688060323
101572,0.061995500894635576
101578,0.06441405767083846
101580,0.14971339438509257
101588,0.14146738648210694
101602,0.08315018415567776
101610,0.11635986525741553
101614,0.0761119899564108
101616,0.09164055324666777
101643,0.08378248121397787
101644,0.0726769611452922
101649,0.1023460282972143
101650,0.09118147059488607
101665,0.048730270195260515
101667,0.14306969771079125
101669,0.07812095121891288
101674,0.09169112580651081
101675,0.05294743599481702
101678,0.09550352001364057
101682,0.08688896646934242
101686,0.07054165115508254
101697,0.1347958384932161
101700,0.16867299672213754
101711,0.05221873275883939
101714,0.04825652252182475
101715,0.16991732172218435
101728,0.06726007754777912
101732,0.06476680737674383
101757,0.1184669288633785
101758,0.09441651631131645
101759,0.08862947496765335
101762,0.03576618811475085
101764,0.050450426544297405
101780,0.195550315392367
101784,0.04542603278133224
101789,0.03709245583706769
101816,0.07105214297766466
101819,0.05835409903666632
101827,0.04924732289594738
101863,0.0966442686576743
101867,0.08441700784530648
101870,0.03624688865048991
101873,0.15939570890650784
101878,0.09972602609311569
101879,0.05750820808106627
101880,0.05523674070984964
101887,0.10252371702754201
101897,0.07071550623637923
101901,0.0873503595718217
101903,0.19294929901785288
101920,0.04229041188837042
101921,0.06846135728164873
101922,0.10084862077956813
101961,0.1126955902599356
101962,0.06202403718387468
101971,0.0557418751892133
101976,0.15219369174077646
102002,0.10267749202170587
102005,0.051282834967283406
102007,0.18564674162590653
102017,0.04926255159399942
102019,0.17824858598691404
102029,0.050628658919170844
102051,0.15311812679284104
102052,0.040894423687740045
102054,0.04756164238694534
102062,0.0752755907397279
102067,0.11114287287750838
102068,0.08741457598055534
102070,0.06221575044350117
102090,0.1062050464919888
102092,0.10595575228418828
102099,0.11954979082709181
102100,0.04703218468205568
102112,0.10997150867912298
102113,0.07007512455269688
102122,0.15690095762325182
102123,0.08427138196457143
102125,0.06714087663150224
102126,0.13789441855141665
102146,0.0998533416721452
102147,0.11549133290090347
102151,0.07550002343682452
102158,0.11186616223405671
102159,0.047550598205006706
102162,0.10476081146151209
102165,0.06893516380566195
