SK_ID_CURR,TARGET
100001,0.050551607893375386
100005,0.24493727979435712
100013,0.0260989744187656
100028,0.043878769210488465
100038,0.13107308784965424
100042,0.03493290723182005
100057,0.021334327663288924
100065,0.09443520220447162
100066,0.02219748977266421
100067,0.09268573788516385
100074,0.07426241722799004
100090,0.12949936580327318
100091,0.2593486003626383
100092,0.07510590640156517
100106,0.08117984540304625
100107,0.14344908597143358
100109,0.07393833522760435
100117,0.03449690639754722
100128,0.06110381233836121
100141,0.04210328331498084
100150,0.015213436926401078
100168,0.012095581740296972
100169,0.04066615016844899
100170,0.08322970640312924
100171,0.04024535935888238
100172,0.10862239602578189
100184,0.16007986474280214
100187,0.07386879439877901
100212,0.03898239819295693
100222,0.05574078630838803
100223,0.013059874496038196
100232,0.016755406979858275
100241,0.1228140699489557
100245,0.014113108324052803
100253,0.014125294505371245
100256,0.1317395672235205
100271,0.011536782167608048
100278,0.2410396783054666
100280,0.011881854026124818
100306,0.2286139241170511
100311,0.08142289737923018
100312,0.026269391279329594
100330,0.11583735677930772
100331,0.05447225534368202
100352,0.07556253123329626
100358,0.1419825542523376
100367,0.03231067462699591
100382,0.1311919456102718
100384,0.06366500340682062
100385,0.08249529838407067
100386,0.0739369967689676
100399,0.03585319173686879
100404,0.07259201589406516
100416,0.016174877211986932
100422,0.09567279370211143
100426,0.036502262112247365
100438,0.028651525355865737
100444,0.1647380031350442
100445,0.18539746717763309
100446,0.05524055744192911
100447,0.038166094020111736
100450,0.0648967361229273
100466,0.02512127404909164
100483,0.02238630227672767
100484,0.03154099940030889
100494,0.06730984671031356
100510,0.19372937717452987
100512,0.026142836604200793
100517,0.02749361035591519
100548,0.08885457650826528
100551,0.08179238609173133
100552,0.14747481576197852
100553,0.02420318656526871
100561,0.12753612952200466
100568,0.35566395267822587
100569,0.042789064369844504
100591,0.05620392854583204
100592,0.01719330251182389
100602,0.05267921226262696
100607,0.03509502844465352
100613,0.09725851035449634
100617,0.10884055925164259
100618,0.11775050346287977
100622,0.17034598705792658
100625,0.09319668251794694
100677,0.10714237001859152
100699,0.04130470410034972
100702,0.4221773771534745
100711,0.11313331518416614
100729,0.22755167474211366
100740,0.1860544048559458
100744,0.1540010884916457
100745,0.04282146428950541
100747,0.17528748980691647
100751,0.16902607194060126
100752,0.04804649421455394
100753,0.29673415257001007
100754,0.17591111150991479
100760,0.06296335573006934
100762,0.0831948156977816
100763,0.03629570316793833
100765,0.020553815031417143
100770,0.09757910665198577
100772,0.025579931439452957
100777,0.0393638097856187
100791,0.017660449546011783
100792,0.0077034187341407465
100797,0.0223862891056749
100823,0.032306296250755887
100826,0.04152131081860247
100830,0.035377154933789415
100836,0.3088085594644595
100872,0.04226872469313922
100910,0.07661599450545113
100913,0.12254460725771102
100918,0.045816475423549434
100931,0.0199244866193532
100952,0.05887360937756023
100953,0.05273424130881367
100965,0.1930023803671146
100970,0.047600184546541024
100982,0.24551714627292193
100983,0.09794501996189546
100984,0.06078327776930208
100987,0.06414437512534076
100997,0.0896766634797245
100998,0.1157232835638544
101002,0.0947122234812054
101005,0.196313388815634
101008,0.18089425263232659
101020,0.08993012252897846
101021,0.051322188065020376
101024,0.04560002410410638
101025,0.1988987629226268
101026,0.02603919156363868
101031,0.043926861005949586
101041,0.02404805119793229
101051,0.008096935852563134
101055,0.08564639926459099
101056,0.2735434808349038
101057,0.06306565848948334
101064,0.04840365434649967
101079,0.09745839155140182
101087,0.06597936521978152
101090,0.04456690907680444
101092,0.13334697929523048
